Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Primary_Genre,Decade,Movie_Age,Success_Category,Popularity_Score,Genre_Count
Ek Doctor Ki Maut,1990,122.0,"Biography, Drama",8.3,1330.0,Tapan Sinha,Shabana Azmi,Pankaj Kapur,Irrfan Khan,Biography,1990,34,Excellent,59.707592292679436,2
Un Mitron Ki Yaad Pyaari,1990,60.0,"Documentary, Biography",8.2,20.0,Anand Patwardhan,Unknown,Unknown,Unknown,Documentary,1990,34,Excellent,24.965083989332065,2
"Aadhi Haqeeqat, Aadha Fasana",1990,88.0,Documentary,7.85,55.0,Dilip Ghosh,Unknown,Unknown,Unknown,Documentary,1990,34,Excellent,31.599010772270923,1
Eyes of Stone,1990,94.0,Documentary,7.85,55.0,Nilita Vachani,Unknown,Unknown,Unknown,Documentary,1990,34,Excellent,31.599010772270923,1
Mohor,1990,131.0,Documentary,7.85,55.0,Goutam Ghose,Unknown,Unknown,Unknown,Documentary,1990,34,Excellent,31.599010772270923,1
Ustad Amjad Ali Khan,1990,131.0,Documentary,7.85,55.0,Gulzar,Unknown,Unknown,Unknown,Documentary,1990,34,Excellent,31.599010772270923,1
Agneepath,1990,174.0,"Action, Crime, Drama",7.7,8500.0,Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi,Action,1990,34,Excellent,69.66913093615366,3
Ghayal,1990,163.0,"Action, Crime, Drama",7.6,4114.0,Rajkumar Santoshi,Sunny Deol,Amrish Puri,Meenakshi Sheshadri,Action,1990,34,Excellent,63.25019525964488,3
Thriyathri,1990,131.0,Drama,7.6,23.0,Parvati Menon,Dara Singh,Mohan Bhandari,Utpal Dutt,Drama,1990,34,Excellent,24.153209110644386,1
Lekin...,1990,171.0,"Drama, Fantasy, Musical",7.5,331.0,Gulzar,Vinod Khanna,Dimple Kapadia,Amjad Khan,Drama,1990,34,Good,43.53851226687366,3
Siddeshwari,1990,123.0,Documentary,7.5,77.0,Mani Kaul,Mita Vashisht,Muhar Biswas,Ranjana Srivastava,Documentary,1990,34,Good,32.675316200171935,1
Aakhri Sangam,1990,160.0,"Action, Romance",7.3,39.0,N.K. Vishwanathan,Nassar,Nirosha,Aurn Pandian,Action,1990,34,Good,26.928820015031732,2
Drishti,1990,171.0,Drama,7.1,84.0,Govind Nihalani,Dimple Kapadia,Shekhar Kapur,Mita Vashisht,Drama,1990,34,Good,31.542823921081247,1
Disha,1990,135.0,"Comedy, Drama, Musical",7.0,145.0,Sai Paranjape,Shabana Azmi,Nana Patekar,Raghuvir Yadav,Comedy,1990,34,Good,34.88524635195836,3
Thodasa Roomani Ho Jaayen,1990,160.0,"Comedy, Drama, Musical",7.0,188.0,Amol Palekar,Anita Kanwar,Nana Patekar,Riju Bajaj,Comedy,1990,34,Good,36.692229105417496,3
Adisaya Piravi,1990,145.0,"Action, Comedy, Fantasy",6.9,335.0,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh,Action,1990,34,Good,40.13806700374611,3
Andha Bichar,1990,148.0,"Action, Drama",6.8,16.0,Shakti Samanta,Mithun Chakraborty,Mandakini,Tanuja,Action,1990,34,Good,19.26585073958227,2
Chotu Ka Badla,1990,131.0,Comedy,6.7,55.0,Sudhir Dalvi,Dilip Dhawan,Arun Govil,Jamuna,Comedy,1990,34,Good,26.969856327925502,1
Dil,1990,172.0,"Comedy, Drama, Romance",6.7,5017.0,Indra Kumar,Aamir Khan,Madhuri Dixit,Saeed Jaffrey,Comedy,1990,34,Good,57.08927107040666,3
Hamari Shaadi,1990,131.0,"Comedy, Romance",6.7,55.0,Basu Chatterjee,Indrani Haldar,Ajit Pal Mangat,Akhil Mishra,Comedy,1990,34,Good,26.969856327925502,2
Swarg,1990,160.0,Drama,6.7,1255.0,David Dhawan,Rajesh Khanna,Govinda,Madhavi,Drama,1990,34,Good,47.809105225088565,1
Jaan Lada Denge,1990,137.0,Action,6.6,5.0,Dilip Gulati,Hemant Birje,Sahila Chaddha,Natasha,Action,1990,34,Good,11.825612496905162,1
Kashmoraa,1990,131.0,Horror,6.6,25.0,Sarath Babu,Bhanupriya,Rajendra Prasad,Unknown,Horror,1990,34,Good,21.50343715094178,1
Police Public,1990,127.0,"Crime, Thriller",6.6,141.0,Esmayeel Shroff,Vijay Aidasani,Jayshree Arora,Ila Arun,Crime,1990,34,Good,32.70845858016832,2
101 Ratein,1990,131.0,Thriller,6.3,55.0,Harish,Saraswati,Disco Shanti,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Aag Aur Shabab,1990,101.0,Thriller,6.3,55.0,Ravi Kumar,Madhuri,Captain Raju,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Aag Lagi Barsat Mein,1990,131.0,Thriller,6.3,55.0,Charanya,Y.G. Mahendran,Silk Smitha,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Aashiqui,1990,152.0,"Musical, Drama, Romance",6.3,1661.0,Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill,Musical,1990,34,Good,46.71939494511698,3
Adhura Badan,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Badnam Gali,1990,131.0,Thriller,6.3,55.0,Harish,Raghavi,Sugandhi,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Besharam Ratein,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Galiyon Ki Rani,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Garam Jawani,1990,101.0,Thriller,6.3,55.0,Dinesh Salgia,Anuradha,Chitra,Jayamalini,Thriller,1990,34,Good,25.359715651631443,1
Har Din Pyar Ke Din,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Har Raat Naya Khiladi,1990,131.0,Thriller,6.3,55.0,Archana,Kalyan,Madhuri,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Hasino Ka Mela,1990,131.0,Thriller,6.3,55.0,Poonam Dasgupta,Kiran,Disco Shanti,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Hawas Ke Pujaari,1990,131.0,Thriller,6.3,55.0,Anu,Kunchan,Sudesh,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Intezar Ki Raatein,1990,131.0,Thriller,6.3,55.0,Abhilasha,Asokan,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Jawani Ki Jalan,1990,102.0,Thriller,6.3,55.0,Babu Antony,Silk Smitha,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Jungle Mein Oye Oye,1990,131.0,Thriller,6.3,55.0,Kr Venkatesh,Babloo,Kapil Dev,Kapil Karzan,Thriller,1990,34,Good,25.359715651631443,1
Kamsin Haseena,1990,131.0,Thriller,6.3,55.0,Abhilasha,P.L. Ahuja,Rita Bhaduri,Satish Kumar,Thriller,1990,34,Good,25.359715651631443,1
Kissa Kachchi,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Machalta Shabaab,1990,131.0,Thriller,6.3,55.0,Captain Raju,Disco Shanti,Shyamala,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Machalti Kaliyaan,1990,131.0,Thriller,6.3,55.0,Captain Raju,Shakeela,Disco Shanti,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Main Pyasi Hoon,1990,131.0,Thriller,6.3,55.0,Jayalalitha,Uma Maheshwari,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Meri Pyaas Bhujao,1990,131.0,Thriller,6.3,55.0,Leena Das,Uma Maheshwari,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Nazar,1990,124.0,Drama,6.3,88.0,Mani Kaul,Shekhar Kapur,Shambhavi Kaul,Surekha Sikri,Drama,1990,34,Good,28.27840912931248,1
Paapi Log,1990,131.0,Thriller,6.3,55.0,P Chandra Mohan,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Pyaasa Dil,1990,131.0,Thriller,6.3,55.0,Kapil Dev,Siddique,Sukumari,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Pyasi Baahon Mein,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Pyasi Dulhan,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Pyasi Meri Nigahen,1990,131.0,Thriller,6.3,55.0,Anuradha,Shiva,Silk Smitha,Swapna,Thriller,1990,34,Good,25.359715651631443,1
Pyasi Nigahen,1990,127.0,Thriller,6.3,55.0,Birbal,Sahila Chaddha,Ajinkya Deo,Annu Kapoor,Thriller,1990,34,Good,25.359715651631443,1
Rangeen Jawani,1990,131.0,Thriller,6.3,55.0,Jayshree,Radha Ravi,Shafi,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Reshma Ki Jawani,1990,131.0,Thriller,6.3,15.0,Thulasidas,Abhilasha,Bindu Ghosh,Silk Smitha,Thriller,1990,34,Good,17.46730895011062,1
Shabnam Sharab Ban Gayee,1990,131.0,Thriller,6.3,55.0,Unknown,Unknown,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Sheela Meri Jaan,1990,131.0,Thriller,6.3,55.0,Harish,Jayalalitha,Uma Maheshwari,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Zakhmi Kali,1990,131.0,Thriller,6.3,55.0,Anuradha,Radha,Unknown,Unknown,Thriller,1990,34,Good,25.359715651631443,1
Pyar Ka Karz,1990,161.0,Drama,6.1,29.0,K. Bapaiah,Dharmendra,Meenakshi Sheshadri,Mithun Chakraborty,Drama,1990,34,Good,20.747304028139148,1
Andher Gardi,1990,131.0,"Action, Drama",6.0,8.0,Ashok Tyagi,Raj Babbar,Kimi Katkar,Sripradha,Action,1990,34,Average,13.183347464017316,2
Baap Numbri Beta Dus Numbri,1990,152.0,"Action, Comedy, Crime",6.0,303.0,Aziz Sejawal,Asrani,Gulshan Grover,Jamuna,Action,1990,34,Average,34.30216620843733,3
Ghar Ho To Aisa,1990,155.0,Drama,6.0,360.0,Kalpataru,Anil Kapoor,Meenakshi Sheshadri,Raj Kiran,Drama,1990,34,Average,35.33326774999728,1
Pratibandh,1990,159.0,"Action, Drama",6.0,128.0,Ravi Raja Pinisetty,Chiranjeevi,Juhi Chawla,Rami Reddy,Action,1990,34,Average,29.15887442617003,2
Sur Asur,1990,131.0,Comedy,6.0,8.0,Subrata Bose,Shail Chaturvedi,Rohan Kapoor,Alok Nath,Comedy,1990,34,Average,13.183347464017316,1
Awaargi,1990,149.0,Drama,5.9,150.0,Mahesh Bhatt,Anil Kapoor,Meenakshi Sheshadri,Govinda,Drama,1990,34,Average,29.601951037208057,1
Kishen Kanhaiya,1990,160.0,"Action, Comedy, Drama",5.9,618.0,Rakesh Roshan,Vikas Anand,Bindu,Madhuri Dixit,Action,1990,34,Average,37.925821108839116,3
Haatim Tai,1990,125.0,"Drama, Fantasy, Romance",5.8,314.0,Babubhai Mistry,Jeetendra,Sangeeta Bijlani,Sonu Walia,Drama,1990,34,Average,33.36492130518867,3
Kafan,1990,147.0,Horror,5.8,48.0,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote,Horror,1990,34,Average,22.572557729041634,1
Roti Kee Keemat,1990,130.0,"Action, Crime, Drama",5.8,30.0,Ramesh Ahuja,Somesh Agarwal,Sadashiv Amrapurkar,Rana Jung Bahadur,Action,1990,34,Average,19.917125786013848,3
Baaghi: A Rebel for Love,1990,157.0,"Action, Drama, Romance",5.7,1390.0,Deepak S. Shivdasani,Salman Khan,Nagma,Shakti Kapoor,Action,1990,34,Average,41.25533569396362,3
Deewana Mujh Sa Nahin,1990,130.0,"Romance, Comedy, Drama",5.7,953.0,Y. Nageswara Rao,M. Parvez,Aamir Khan,Madhuri Dixit,Romance,1990,34,Average,39.105782927255234,3
Nyay Anyay,1990,155.0,Drama,5.7,39.0,Lawrence D'Souza,Jeetendra,Jaya Prada,Sumeet Saigal,Drama,1990,34,Average,21.02661288844944,1
Agneekaal,1990,161.0,"Action, Crime, Drama",5.6,26.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar,Action,1990,34,Average,18.456686449624243,3
Jawani Zindabad,1990,163.0,"Drama, Romance",5.6,652.0,Arun Bhatt,Aamir Khan,Farha Naaz,Javed Jaffrey,Drama,1990,34,Average,36.29683192394801,2
Jurm,1990,103.0,"Action, Crime, Romance",5.6,129.0,Mahesh Bhatt,Vinod Khanna,Meenakshi Sheshadri,Sangeeta Bijlani,Action,1990,34,Average,27.25819292255126,3
Maha-Sangram,1990,159.0,"Action, Drama, Romance",5.6,146.0,Mukul Anand,Vinod Khanna,Madhuri Dixit,Govinda,Action,1990,34,Average,27.94642248596092,3
Pyar Ke Naam Qurban,1990,134.0,"Action, Drama, Romance",5.6,39.0,Babbar Subhash,Mithun Chakraborty,Dimple Kapadia,Mandakini,Action,1990,34,Average,20.65772494303804,3
Tadap,1990,135.0,Drama,5.6,8.0,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar,Drama,1990,34,Average,12.304457633082828,1
Thanedaar,1990,151.0,"Action, Crime, Drama",5.6,368.0,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada,Action,1990,34,Average,33.10046120662695,3
Aulaad Ki Khatir,1990,131.0,Drama,5.4,55.0,Kanwar Jagdish,Mohan Choti,Deep Dhillon,Kamal Kapoor,Drama,1990,34,Average,21.73689912996981,1
Badnaam,1990,131.0,Drama,5.4,55.0,Anand Girdhar,Shiv Kumar,Sadashiv Amrapurkar,Kumar Bhatia,Drama,1990,34,Average,21.73689912996981,1
Baiju,1990,131.0,Drama,5.4,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Dard Ki Awaaz,1990,131.0,Drama,5.4,55.0,Aparajita,Deepika Chikhalia,Sanjay Jog,Sujit Kumar,Drama,1990,34,Average,21.73689912996981,1
Dushman,1990,146.0,"Action, Drama",5.4,38.0,Shakti Samanta,Mithun Chakraborty,Mandakini,Sadashiv Amrapurkar,Action,1990,34,Average,19.78323288910009,2
Halaat,1990,131.0,Drama,5.4,55.0,Naresh Nagpal,Suresh Chatwal,Avtar Gill,Kiran Juneja,Drama,1990,34,Average,21.73689912996981,1
Is Paar Ya Us Paar,1990,131.0,Drama,5.4,55.0,Sudhir Dalvi,Jagdeep,Viju Khote,Manmauji,Drama,1990,34,Average,21.73689912996981,1
Jaan-E-Wafa,1990,131.0,"Drama, Family, Romance",5.4,55.0,Rukun,Farooq Shaikh,Rati Agnihotri,Pradeep Khayyam,Drama,1990,34,Average,21.73689912996981,3
Jamai Raja,1990,131.0,"Drama, Romance",5.4,533.0,Kodanda Rami Reddy A.,Hema Malini,Anil Kapoor,Madhuri Dixit,Drama,1990,34,Average,33.914137530385055,2
Jyotishi,1990,131.0,Drama,5.4,55.0,Mehmood Khan,Unknown,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Laagi Chhoote Na,1990,131.0,Drama,5.4,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Maa O Maa,1990,131.0,Drama,5.4,55.0,Kishor Kumar Singh,Yunus Bihari,Ram Chandra,Sujata Das,Drama,1990,34,Average,21.73689912996981,1
Maa Tere Aangan Nagara Baje,1990,131.0,Drama,5.4,55.0,Ramesh Mehta,Ranjeet Raj,Arvind Rathod,Jayshree T.,Drama,1990,34,Average,21.73689912996981,1
Madurai Veeran Engasami,1990,135.0,Drama,5.4,55.0,Shanmuga Prioyan,Unknown,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Maha Shakti Maa,1990,131.0,Drama,5.4,55.0,K.S. Gopalakrishnan,K.R. Vijaya,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Mahatma Basweshwar,1990,120.0,Drama,5.4,55.0,Rakesh Dhopatkar,Subodh Bhave,Ashwini Ekbote,Alka Kubal,Drama,1990,34,Average,21.73689912996981,1
Nadiya Ke Paar,1990,131.0,"Drama, Family",5.4,55.0,Rajshri Nair,Sheela Sharma,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,2
Nehru: The Jewel of India,1990,165.0,Biography,5.4,12.0,Kiran Kumar,Rita Bhaduri,Girish Karnad,Anupam Kher,Biography,1990,34,Average,13.850726530292299,1
Pingla Bharthri,1990,131.0,Drama,5.4,55.0,Unknown,Unknown,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Rambha Ram Babu,1990,131.0,Drama,5.4,55.0,Parijatha,Rajendra Prasad,Unknown,Unknown,Drama,1990,34,Average,21.73689912996981,1
Sailaab,1990,131.0,"Drama, Romance",5.4,185.0,Deepak Balraj Vij,Aditya Pancholi,Madhuri Dixit,Shafi Inamdar,Drama,1990,34,Average,28.219032038051292,2
Shiv Putra Swami Ayappa,1990,131.0,Drama,5.4,55.0,P.S. Mani,Amitabh Bachchan,Rajinikanth,Rajkumar,Drama,1990,34,Average,21.73689912996981,1
Shree Satyanarayana Pooja,1990,131.0,Drama,5.4,55.0,Bhavya,Kalyan Kumar,Vijayalaxmi,Unknown,Drama,1990,34,Average,21.73689912996981,1
Vanchit,1990,131.0,Drama,5.4,55.0,Surendra Jain,Rohini Hattangadi,Madan Jain,Pallavi Joshi,Drama,1990,34,Average,21.73689912996981,1
Aur Pyar Ho Gaya,1990,131.0,Romance,5.35,55.0,Shashi Gajwani,Beena Banerjee,Susheel Gajwani,Daboo Malik,Romance,1990,34,Average,21.53563154543305,1
College Girl,1990,131.0,Romance,5.35,55.0,Surendra Gupta,Veerendra Singh,Amita Nangia,Pankaj Berry,Romance,1990,34,Average,21.53563154543305,1
Haseen Vaadiyon Mein,1990,131.0,Romance,5.35,55.0,K.S. Gopalakrishnan,Saahil Chadha,Anil Dhawan,Paintal,Romance,1990,34,Average,21.53563154543305,1
Junglee Pyaar,1990,131.0,Romance,5.35,55.0,Harish,Prem Kumar,Raghavi,Sugandhi,Romance,1990,34,Average,21.53563154543305,1
Kasam Jhoot KI,1990,131.0,Romance,5.35,55.0,N. Sinha,Aruna Irani,Satyendra Kapoor,Krishna,Romance,1990,34,Average,21.53563154543305,1
Love and War,1990,131.0,Romance,5.35,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1990,34,Average,21.53563154543305,1
Madhur Milan,1990,131.0,Romance,5.35,55.0,Captain Raju,Sathaar,Disco Shanti,Unknown,Romance,1990,34,Average,21.53563154543305,1
Pyasi Aurat,1990,131.0,Romance,5.35,55.0,Unknown,Unknown,Unknown,Unknown,Romance,1990,34,Average,21.53563154543305,1
Solah Satra,1990,131.0,Romance,5.35,55.0,Munna Rizvi,Kiran Vohra,Jagdeep,Jahangir Jahangiri,Romance,1990,34,Average,21.53563154543305,1
Wafaa,1990,131.0,Romance,5.35,55.0,S.M. Abbas,Farooq Shaikh,Vijayata Pandit,Karan Shah,Romance,1990,34,Average,21.53563154543305,1
Apmaan Ki Aag,1990,131.0,"Action, Comedy, Crime",5.3,27.0,Sardar Talukdar,Adil Amaan,Rakesh Bedi,Dasharat,Action,1990,34,Average,17.66068390392858,3
First Rank,1990,150.0,"Action, Drama, Sport",5.3,1110.0,Dev Anand,Dev Anand,Aamir Khan,Ekta Sohini,Action,1990,34,Average,37.16898368509004,3
Jai Shiv Shankar,1990,90.0,Drama,5.3,19.0,S.A. Chandrashekhar,Rajesh Khanna,Jeetendra,Dimple Kapadia,Drama,1990,34,Average,15.877381049836151,1
Shadyantra,1990,131.0,"Action, Crime, Drama",5.3,15.0,Rajan Johri,Hema Malini,Raja Bundela,Pankaj Kapur,Action,1990,34,Average,14.694720227870839,3
Khatarnaak,1990,223.0,"Action, Crime, Drama",5.2,82.0,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz,Action,1990,34,Average,22.97797116054231,3
Paap Ki Kamaee,1990,160.0,Action,5.2,29.0,Kawal Sharma,Rita Bhaduri,Sangeeta Bijlani,Mithun Chakraborty,Action,1990,34,Average,17.68622638464321,1
Shandar,1990,146.0,"Action, Comedy, Drama",5.2,42.0,Vinod Dewan,Mithun Chakraborty,Meenakshi Sheshadri,Juhi Chawla,Action,1990,34,Average,19.558240601606524,3
Vidrohi,1990,135.0,Action,5.2,12.0,Harmesh Malhotra,Brahm Bhardwaj,Poonam Dhillon,Iftekhar,Action,1990,34,Average,13.337736658799992,1
Bandh Darwaza,1990,145.0,"Action, Drama, Horror",5.1,298.0,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular,Action,1990,34,Average,29.0722622242925,3
Gunahon Ka Devta,1990,149.0,Action,5.1,16.0,Kawal Sharma,Mithun Chakraborty,Sangeeta Bijlani,Aditya Pancholi,Action,1990,34,Average,14.449388054686702,1
Kroadh,1990,144.0,"Action, Crime, Drama",5.1,187.0,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh,Action,1990,34,Average,26.705854010432738,3
Zakhmi Zameen,1990,131.0,"Musical, Action, Drama",5.1,18.0,Mahendra Shah,Aditya Pancholi,Jaya Prada,Mona Ambegaonkar,Musical,1990,34,Average,15.016638793748845,3
Aag aur Angaray,1990,131.0,Action,5.05,55.0,Vikaram Naroo,Rakesh Bedi,Birbal,Gulshan Grover,Action,1990,34,Average,20.328026038212506,1
Ab Badla Main Loongi,1990,131.0,Action,5.05,55.0,Hemagini,Manik Irani,Salma Nazeem,Shafiqua,Action,1990,34,Average,20.328026038212506,1
Abu Kaliya,1990,131.0,"Action, Crime, Mystery",5.05,55.0,C.K. Kader,Premnath Gulati,Majid Khan,Sudhir Pandey,Action,1990,34,Average,20.328026038212506,3
Akaash Ganga,1990,131.0,Action,5.05,55.0,Mohammed Hanif,Shoma Anand,Anupam Kher,Roopesh Kumar,Action,1990,34,Average,20.328026038212506,1
Asli Haqdaar,1990,131.0,Action,5.05,55.0,K.D. Singh,Sadashiv Amrapurkar,Rakesh Bedi,Sonika Gill,Action,1990,34,Average,20.328026038212506,1
Bombay War,1990,131.0,Action,5.05,55.0,Vinay Apte,Dnyanadeo Aroskar,Ramesh Bhatkar,Huma Khan,Action,1990,34,Average,20.328026038212506,1
Chingariyan,1990,131.0,Action,5.05,55.0,Danny Denzongpa,Unknown,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,1
Choron Ki Rani Hasino Ka Raja,1990,131.0,Action,5.05,55.0,V. Menon,Rakesh Bedi,Sunil Dhawan,Sonika Gill,Action,1990,34,Average,20.328026038212506,1
Danga Fasaad,1990,131.0,Action,5.05,55.0,Sunil Agnihotri,Ishrat Ali,Karishma,Amjad Khan,Action,1990,34,Average,20.328026038212506,1
Daulat Ki Duniya,1990,131.0,Action,5.05,55.0,Raviraja Pinisetty,Amala Akkineni,Chiranjeevi,Radhika Sarathkumar,Action,1990,34,Average,20.328026038212506,1
Din Dahade,1990,131.0,"Action, Crime, Drama",5.05,55.0,Yash Chouhan,Vikram Gokhale,Goga Kapoor,Anil Kochar,Action,1990,34,Average,20.328026038212506,3
Insaaf Ka Suraj,1990,131.0,Action,5.05,55.0,Sudhakar Sharma,Ajit Singh Deol,Satyendra Kapoor,Shammi Kapoor,Action,1990,34,Average,20.328026038212506,1
Insaaf Nagin Ka,1990,131.0,Action,5.05,55.0,Sarath Babu,Madhavi,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,1
Jungle Ki Hasina,1990,131.0,"Action, Adventure",5.05,55.0,K.S. Gopalakrishnan,Babloo,Narendran,Shankar Sugandhi,Action,1990,34,Average,20.328026038212506,2
Karishma Kismat Ka,1990,131.0,Action,5.05,55.0,Urmila Bhatt,Bharat Bhushan,Sahila Chaddha,Leena Das,Action,1990,34,Average,20.328026038212506,1
Kasam Dhande Ki,1990,131.0,"Action, Comedy, Crime",5.05,55.0,Gautam Bhatia,Master Bhagwan,Suresh Bhai,Birbal,Action,1990,34,Average,20.328026038212506,3
Lahoo Ka Jawab Lahoo Se,1990,131.0,Action,5.05,55.0,Umar Khan,Vikram Gokhale,Bandini Mishra,Sanjeeva Vatsa,Action,1990,34,Average,20.328026038212506,1
Lahu Ka Balidan,1990,131.0,Action,5.05,55.0,Mithun Chakraborty,Unknown,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,1
Lohe Ke Haath,1990,127.0,Action,5.05,55.0,Ss Arora,Babban,Rita Bhaduri,Bindu,Action,1990,34,Average,20.328026038212506,1
Lootera Sultan,1990,131.0,Action,5.05,55.0,Yash Chouhan,Dharmendra,Suresh Chatwal,Jack Gaud,Action,1990,34,Average,20.328026038212506,1
Maa Kasam Badla Loonga,1990,131.0,Action,5.05,55.0,Sudesh Issar,Rakesh Bedi,Hemant Birje,Puneet Issar,Action,1990,34,Average,20.328026038212506,1
Maut Ke Farishtey,1990,131.0,"Action, Thriller",5.05,55.0,Amrita Singh,Unknown,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,2
Maut Se Mukabala,1990,131.0,Action,5.05,55.0,Anuradha,Bob Christo,Arti Gupta,Manik Irani,Action,1990,34,Average,20.328026038212506,1
Naaglaxmi,1990,131.0,Action,5.05,55.0,Krishna Ghattamaneni,Vijayshanti,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,1
Naya Zamana Nai Kranti,1990,131.0,Action,5.05,55.0,Professor .Ravi,Ashok Kumar,Satyarth Sinha,Unknown,Action,1990,34,Average,20.328026038212506,1
Prakope,1990,131.0,Action,5.05,55.0,Anil Mattoo,Suparna Anand,Kulbhushan Kharbanda,Suresh Oberoi,Action,1990,34,Average,20.328026038212506,1
Pyaar Ka Toofan,1990,131.0,"Action, Romance",5.05,55.0,S.M. Iqbal,Aditya Pancholi,Vijayata Pandit,Jamuna,Action,1990,34,Average,20.328026038212506,2
Tushaar: The Snow,1990,131.0,Action,5.05,55.0,I.V. Sasi,Lalu Alex,Balan K. Nair,Rani Padmini,Action,1990,34,Average,20.328026038212506,1
Zakhmi Sher,1990,131.0,Action,5.05,55.0,Bhanupriya,Vijayakanth,Unknown,Unknown,Action,1990,34,Average,20.328026038212506,1
Azaad Desh Ke Gulam,1990,153.0,"Action, Drama",5.0,52.0,S.A. Chandrashekhar,Rekha,Rishi Kapoor,Jackie Shroff,Action,1990,34,Average,19.85145956776061,2
Izzatdaar,1990,172.0,"Action, Crime, Drama",5.0,183.0,K. Bapaiah,Jasti Hemambar,Dilip Kumar,Govinda,Action,1990,34,Average,26.074678788044928,3
Pathar Ke Insan,1990,131.0,"Action, Drama, Thriller",5.0,61.0,Shomu Mukherjee,Vinod Khanna,Sridevi,Jackie Shroff,Action,1990,34,Average,20.63567192522546,3
Yaadon Ka Mausam,1990,131.0,Romance,5.0,10.0,Salahuddin Parvez,Beena Banerjee,Sulabha Deshpande,Ghazal,Romance,1990,34,Average,11.989476363991853,1
Amiri Garibi,1990,155.0,Family,4.9,47.0,Harmesh Malhotra,Jeetendra,Rekha,Rishi Kapoor,Family,1990,34,Average,18.96888495344867,1
Awaragardi,1990,131.0,Action,4.9,9.0,Swaroop Kumar,Aditya Pancholi,Kimi Katkar,Sahila Chaddha,Action,1990,34,Average,11.282666955670825,1
Jeevan Ek Sanghursh,1990,159.0,"Drama, Family",4.9,168.0,Rahul Rawail,Rakhee Gulzar,Anil Kapoor,Madhuri Dixit,Drama,1990,34,Average,25.13650370312306,2
